t, hrl, hpl, kl, wl, hrl_fb, hpl_fb, kl_fb, wl_fb
8.518,0.232028,0.353604,0.0128068,0,0.00445704,0.299255,-0.472206,26.1016
8.52,0.232028,0.353604,0.0128068,0,0.00448217,0.298535,-0.470296,26.1083
8.522,0.24018,0.306722,-0.0309722,0,0.00452205,0.297825,-0.468349,26.115
8.524,0.24018,0.306722,-0.0309722,0,0.00457859,0.297117,-0.466362,26.1217
8.526,0.24018,0.306722,-0.0309722,0,0.00465356,0.296411,-0.464334,26.1284
8.528,0.24018,0.306722,-0.0309722,0,0.00474793,0.295713,-0.462267,26.1351
8.53,0.24018,0.306722,-0.0309722,0,0.00487273,0.295081,-0.460226,26.1418
8.532,0.24018,0.306722,-0.0309722,0,0.00503086,0.29454,-0.458235,26.1485
8.534,0.24018,0.306722,-0.0309722,0,0.00521378,0.294053,-0.456276,26.155
8.536,0.24018,0.306722,-0.0309722,0,0.00540589,0.29355,-0.454327,26.1615
8.538,0.24018,0.306722,-0.0309722,0,0.0056063,0.293028,-0.452374,26.168
8.54,0.24018,0.306722,-0.0309722,0,0.00581987,0.292491,-0.450411,26.1745
8.542,0.2315,0.260364,-0.0905951,0,0.0060472,0.291937,-0.448429,26.1809
8.544,0.2315,0.260364,-0.0905951,0,0.00629788,0.291343,-0.446425,26.1873
8.546,0.2315,0.260364,-0.0905951,0,0.00659958,0.290723,-0.444406,26.1937
8.548,0.2315,0.260364,-0.0905951,0,0.00695818,0.290088,-0.442371,26.2001
8.55,0.2315,0.260364,-0.0905951,0,0.00737054,0.28944,-0.440317,26.2066
8.552,0.2315,0.260364,-0.0905951,0,0.00783069,0.288787,-0.438244,26.2131
8.554,0.2315,0.260364,-0.0905951,0,0.00833419,0.288136,-0.436153,26.2196
8.556,0.2315,0.260364,-0.0905951,0,0.00887862,0.287494,-0.434042,26.2262
8.558,0.2315,0.260364,-0.0905951,0,0.00946585,0.286893,-0.431946,26.2328
8.56,0.2315,0.260364,-0.0905951,0,0.0100927,0.286358,-0.429917,26.2394
8.562,0.195774,0.27766,-0.0773933,0,0.0107412,0.285831,-0.427932,26.2459
8.564,0.195774,0.27766,-0.0773933,0,0.0114164,0.28529,-0.425969,26.2524
8.566,0.195774,0.27766,-0.0773933,0,0.012123,0.284714,-0.424011,26.2588
8.568,0.195774,0.27766,-0.0773933,0,0.0128588,0.28414,-0.422054,26.2651
8.57,0.195774,0.27766,-0.0773933,0,0.0136206,0.283575,-0.420093,26.2713
8.572,0.195774,0.27766,-0.0773933,0,0.0144046,0.282988,-0.418119,26.2775
8.574,0.195774,0.27766,-0.0773933,0,0.0152087,0.282377,-0.416126,26.2836
8.576,0.195774,0.27766,-0.0773933,0,0.0160313,0.281747,-0.414111,26.2897
8.578,0.195774,0.27766,-0.0773933,0,0.01687,0.28111,-0.412072,26.2958
8.58,0.195774,0.27766,-0.0773933,0,0.0177517,0.280582,-0.410047,26.3013
8.582,0.165283,0.162898,-0.182047,0,0.0187255,0.280348,-0.408107,26.3056
8.584,0.165283,0.162898,-0.182047,0,0.0197758,0.280395,-0.406208,26.3088
8.586,0.165283,0.162898,-0.182047,0,0.0208835,0.280681,-0.404296,26.3111
8.588,0.165283,0.162898,-0.182047,0,0.0220294,0.281114,-0.40234,26.3124
8.59,0.165283,0.162898,-0.182047,0,0.0232002,0.281652,-0.400314,26.313
8.592,0.165283,0.162898,-0.182047,0,0.0243851,0.282259,-0.398203,26.313
8.594,0.165283,0.162898,-0.182047,0,0.0255737,0.282906,-0.395988,26.3123
8.596,0.165283,0.162898,-0.182047,0,0.0267585,0.283569,-0.393663,26.3112
8.598,0.165283,0.162898,-0.182047,0,0.027933,0.28423,-0.391227,26.3095
8.6,0.165283,0.162898,-0.182047,0,0.0291552,0.284841,-0.388517,26.3073
8.602,0.0482342,0.302967,-0.175409,0,0.0304554,0.285377,-0.385462,26.3045
8.604,0.0482342,0.302967,-0.175409,0,0.0318821,0.285842,-0.382176,26.3013
8.606,0.0482342,0.302967,-0.175409,0,0.0334058,0.286265,-0.37893,26.298
8.608,0.0482342,0.302967,-0.175409,0,0.0349876,0.286656,-0.37579,26.2947
8.61,0.0482342,0.302967,-0.175409,0,0.036625,0.287008,-0.372738,26.2914
8.612,0.0482342,0.302967,-0.175409,0,0.0383152,0.28732,-0.369758,26.2882
8.614,0.0482342,0.302967,-0.175409,0,0.0400546,0.287589,-0.366837,26.285
8.616,0.0482342,0.302967,-0.175409,0,0.0418391,0.287817,-0.363964,26.2818
8.618,0.0482342,0.302967,-0.175409,0,0.0436645,0.288006,-0.361128,26.2786
8.62,0.0482342,0.302967,-0.175409,0,0.0455267,0.288161,-0.358324,26.2754
8.622,0.00627459,0.384002,-0.00695371,0,0.0474212,0.288288,-0.355545,26.2723
8.624,0.00627459,0.384002,-0.00695371,0,0.0493811,0.288411,-0.352564,26.2691
8.626,0.00627459,0.384002,-0.00695371,0,0.0513908,0.288553,-0.349336,26.2656
8.628,0.00627459,0.384002,-0.00695371,0,0.0533922,0.288715,-0.346097,26.2622
8.63,0.00627459,0.384002,-0.00695371,0,0.0553858,0.288902,-0.342845,26.2586
8.632,0.00627459,0.384002,-0.00695371,0,0.05737,0.28912,-0.339584,26.255
8.634,0.00627459,0.384002,-0.00695371,0,0.0593432,0.289373,-0.336313,26.2515
8.636,0.00627459,0.384002,-0.00695371,0,0.0613037,0.289666,-0.333031,26.2479
8.638,0.00627459,0.384002,-0.00695371,0,0.0632498,0.290003,-0.329738,26.2444
8.64,0.00627459,0.384002,-0.00695371,0,0.0651792,0.290388,-0.326434,26.2408
8.642,0.0724594,0.458767,0.243554,0,0.0670896,0.290822,-0.32312,26.2374
8.644,0.0724594,0.458767,0.243554,0,0.0690154,0.291291,-0.319719,26.2338
8.646,0.0724594,0.458767,0.243554,0,0.0709885,0.291781,-0.316165,26.2302
8.648,0.0724594,0.458767,0.243554,0,0.0730021,0.2923,-0.312467,26.2265
8.65,0.0724594,0.458767,0.243554,0,0.0750493,0.292858,-0.308635,26.2227
8.652,0.0724594,0.458767,0.243554,0,0.0771231,0.293461,-0.304677,26.2188
8.654,0.0724594,0.458767,0.243554,0,0.079216,0.294114,-0.300602,26.215
8.656,0.0724594,0.458767,0.243554,0,0.0813214,0.294822,-0.296414,26.211
8.658,0.0724594,0.458767,0.243554,0,0.0834316,0.295559,-0.29213,26.2072
8.66,0.0724594,0.458767,0.243554,0,0.0855406,0.296318,-0.287762,26.2037
8.662,0.0302991,0.516967,0.22136,0,0.0876436,0.297104,-0.283312,26.2005
8.664,0.0302991,0.516967,0.22136,0,0.0896657,0.297907,-0.278723,26.1974
8.666,0.0302991,0.516967,0.22136,0,0.0915373,0.298731,-0.273928,26.1939
8.668,0.0302991,0.516967,0.22136,0,0.0932617,0.29958,-0.268933,26.1903
8.67,0.0302991,0.516967,0.22136,0,0.0948424,0.300459,-0.263742,26.1865
8.672,0.0302991,0.516967,0.22136,0,0.096285,0.301368,-0.258363,26.1825
8.674,0.0302991,0.516967,0.22136,0,0.0976017,0.30231,-0.252805,26.1783
8.676,0.0302991,0.516967,0.22136,0,0.0987996,0.303286,-0.247073,26.174
8.678,0.0302991,0.516967,0.22136,0,0.0998835,0.304298,-0.24117,26.1696
8.68,0.0302991,0.516967,0.22136,0,0.100859,0.305348,-0.235101,26.165
8.682,0.17477,0.366065,-0.360943,0,0.10173,0.30644,-0.228871,26.1604
8.684,0.17477,0.366065,-0.360943,0,0.102571,0.307739,-0.222948,26.1563
8.686,0.17477,0.366065,-0.360943,0,0.103447,0.309398,-0.217782,26.1535
8.688,0.17477,0.366065,-0.360943,0,0.104343,0.311385,-0.213329,26.1519
8.69,0.17477,0.366065,-0.360943,0,0.105245,0.313666,-0.209548,26.1514
8.692,0.17477,0.366065,-0.360943,0,0.10614,0.316203,-0.206397,26.1519
8.694,0.17477,0.366065,-0.360943,0,0.107016,0.318962,-0.203825,26.1534
8.696,0.17477,0.366065,-0.360943,0,0.107861,0.321903,-0.201773,26.1558
8.698,0.17477,0.366065,-0.360943,0,0.108665,0.324999,-0.200204,26.159
8.7,0.17477,0.366065,-0.360943,0,0.109422,0.328225,-0.199083,26.163
8.702,0.163325,0.349346,-0.778308,0,0.110124,0.331557,-0.198377,26.1677
8.704,0.163325,0.349346,-0.778308,0,0.110983,0.335439,-0.198724,26.1735
8.706,0.163325,0.349346,-0.778308,0,0.11218,0.340268,-0.200873,26.1803
8.708,0.163325,0.349346,-0.778308,0,0.113667,0.345919,-0.204727,26.1879
8.71,0.163325,0.349346,-0.778308,0,0.115422,0.352252,-0.209911,26.1967
8.712,0.163325,0.349346,-0.778308,0,0.117401,0.359155,-0.216353,26.2064
8.714,0.163325,0.349346,-0.778308,0,0.119571,0.366518,-0.223918,26.217
8.716,0.163325,0.349346,-0.778308,0,0.121886,0.374239,-0.232614,26.2278
8.718,0.163325,0.349346,-0.778308,0,0.124312,0.382215,-0.242304,26.239
8.72,0.163325,0.349346,-0.778308,0,0.12682,0.390354,-0.252864,26.2505
8.722,0.229679,0.522643,-0.479659,0,0.129378,0.39857,-0.264175,26.2621
8.724,0.229679,0.522643,-0.479659,0,0.131973,0.406798,-0.275747,26.2737
8.726,0.229679,0.522643,-0.479659,0,0.134596,0.414995,-0.287133,26.285
8.728,0.229679,0.522643,-0.479659,0,0.137228,0.423117,-0.298291,26.296
8.73,0.229679,0.522643,-0.479659,0,0.139853,0.431117,-0.30919,26.3068
8.732,0.229679,0.522643,-0.479659,0,0.142457,0.438961,-0.319797,26.3173
8.734,0.229679,0.522643,-0.479659,0,0.145028,0.446617,-0.33009,26.3276
8.736,0.229679,0.522643,-0.479659,0,0.147554,0.454061,-0.340047,26.3377
8.738,0.229679,0.522643,-0.479659,0,0.150026,0.461268,-0.34965,26.3476
8.74,0.229679,0.522643,-0.479659,0,0.152434,0.46822,-0.358884,26.3573
8.742,0.212155,0.462842,-0.666767,0,0.15477,0.474903,-0.36774,26.3667
8.744,0.212155,0.462842,-0.666767,0,0.157044,0.48132,-0.376441,26.3761
8.746,0.212155,0.462842,-0.666767,0,0.159262,0.487482,-0.385201,26.3854
8.748,0.212155,0.462842,-0.666767,0,0.16141,0.49338,-0.393984,26.3947
8.75,0.212155,0.462842,-0.666767,0,0.163478,0.498997,-0.402761,26.4038
8.752,0.212155,0.462842,-0.666767,0,0.165451,0.504309,-0.411504,26.4129
8.754,0.212155,0.462842,-0.666767,0,0.167322,0.509303,-0.420187,26.4219
8.756,0.212155,0.462842,-0.666767,0,0.169082,0.513968,-0.428788,26.4308
8.758,0.212155,0.462842,-0.666767,0,0.170727,0.518298,-0.437287,26.4396
8.76,0.212155,0.462842,-0.666767,0,0.17225,0.522287,-0.445665,26.4484
8.762,0.240889,0.555069,-0.533081,0,0.173648,0.525933,-0.453907,26.457
8.764,0.240889,0.555069,-0.533081,0,0.174973,0.529261,-0.461887,26.4656
8.766,0.240889,0.555069,-0.533081,0,0.176279,0.5323,-0.469488,26.4738
8.768,0.240889,0.555069,-0.533081,0,0.177559,0.535058,-0.476709,26.4819
8.77,0.240889,0.555069,-0.533081,0,0.178807,0.537542,-0.483552,26.4898
8.772,0.240889,0.555069,-0.533081,0,0.180021,0.539762,-0.490019,26.4975
8.774,0.240889,0.555069,-0.533081,0,0.181194,0.541727,-0.496112,26.505
8.776,0.240889,0.555069,-0.533081,0,0.182323,0.543446,-0.501837,26.5123
8.778,0.240889,0.555069,-0.533081,0,0.183402,0.544923,-0.507199,26.5196
8.78,0.240889,0.555069,-0.533081,0,0.184432,0.546169,-0.512201,26.5266
8.782,0.183064,0.478953,-0.729506,0,0.18541,0.547195,-0.516852,26.5336
8.784,0.183064,0.478953,-0.729506,0,0.18633,0.547995,-0.521377,26.5405
8.786,0.183064,0.478953,-0.729506,0,0.187182,0.548552,-0.525987,26.5474
8.788,0.183064,0.478953,-0.729506,0,0.187961,0.548877,-0.530671,26.5543
8.79,0.183064,0.478953,-0.729506,0,0.188662,0.548979,-0.535414,26.5613
8.792,0.183064,0.478953,-0.729506,0,0.18928,0.548871,-0.540205,26.5683
8.794,0.183064,0.478953,-0.729506,0,0.189813,0.548562,-0.545032,26.5753
8.796,0.183064,0.478953,-0.729506,0,0.190258,0.548065,-0.549883,26.5823
8.798,0.183064,0.478953,-0.729506,0,0.190619,0.547392,-0.554749,26.5892
8.8,0.183064,0.478953,-0.729506,0,0.19091,0.546557,-0.559625,26.5962
8.802,0.246202,0.524371,-0.612812,0,0.191132,0.545572,-0.564499,26.6032
8.804,0.246202,0.524371,-0.612812,0,0.191319,0.544465,-0.569256,26.61
8.806,0.246202,0.524371,-0.612812,0,0.191502,0.543266,-0.573784,26.6167
8.808,0.246202,0.524371,-0.612812,0,0.191681,0.541984,-0.578083,26.6233
8.81,0.246202,0.524371,-0.612812,0,0.191855,0.540628,-0.582156,26.6298
8.812,0.246202,0.524371,-0.612812,0,0.192023,0.539208,-0.586005,26.6361
8.814,0.246202,0.524371,-0.612812,0,0.192184,0.537733,-0.589634,26.6423
8.816,0.246202,0.524371,-0.612812,0,0.192338,0.536212,-0.593044,26.6484
8.818,0.246202,0.524371,-0.612812,0,0.192483,0.53465,-0.59624,26.6544
8.82,0.246202,0.524371,-0.612812,0,0.192618,0.533044,-0.599225,26.6603
8.822,0.168971,0.435152,-0.805433,0,0.192743,0.531398,-0.602003,26.6662
8.824,0.168971,0.435152,-0.805433,0,0.192809,0.529624,-0.604751,26.672
8.826,0.168971,0.435152,-0.805433,0,0.192767,0.527636,-0.60764,26.678
8.828,0.168971,0.435152,-0.805433,0,0.192619,0.525457,-0.610663,26.684
8.83,0.168971,0.435152,-0.805433,0,0.192364,0.523105,-0.613813,26.6901
8.832,0.168971,0.435152,-0.805433,0,0.192003,0.520599,-0.61708,26.6963
8.834,0.168971,0.435152,-0.805433,0,0.191537,0.517952,-0.620459,26.7025
8.836,0.168971,0.435152,-0.805433,0,0.190968,0.51518,-0.62394,26.7088
8.838,0.168971,0.435152,-0.805433,0,0.190301,0.5123,-0.627516,26.7151
8.84,0.168971,0.435152,-0.805433,0,0.189539,0.509327,-0.63118,26.7214
8.842,0.251486,0.471421,-0.608894,0,0.188685,0.506275,-0.634924,26.7277
8.844,0.251486,0.471421,-0.608894,0,0.187775,0.503142,-0.638535,26.734
8.846,0.251486,0.471421,-0.608894,0,0.186847,0.499928,-0.641813,26.7401
8.848,0.251486,0.471421,-0.608894,0,0.185909,0.496653,-0.644769,26.7461
8.85,0.251486,0.471421,-0.608894,0,0.184967,0.493336,-0.647416,26.7519
8.852,0.251486,0.471421,-0.608894,0,0.184026,0.489995,-0.649766,26.7576
8.854,0.251486,0.471421,-0.608894,0,0.183092,0.486646,-0.651831,26.7631
8.856,0.251486,0.471421,-0.608894,0,0.182168,0.483305,-0.653621,26.7686
8.858,0.251486,0.471421,-0.608894,0,0.18126,0.479987,-0.655149,26.7739
8.86,0.251486,0.471421,-0.608894,0,0.180371,0.476705,-0.656424,26.7791
8.862,0.13817,0.42297,-0.645875,0,0.179508,0.473473,-0.657466,26.7843
8.864,0.13817,0.42297,-0.645875,0,0.178598,0.470126,-0.658299,26.7894
8.866,0.13817,0.42297,-0.645875,0,0.177572,0.466504,-0.658937,26.7945
8.868,0.13817,0.42297,-0.645875,0,0.176442,0.462646,-0.659397,26.7996
8.87,0.13817,0.42297,-0.645875,0,0.175217,0.458588,-0.659694,26.8047
8.872,0.13817,0.42297,-0.645875,0,0.173907,0.454366,-0.659842,26.8098
8.874,0.13817,0.42297,-0.645875,0,0.172522,0.450014,-0.659856,26.8149
8.876,0.13817,0.42297,-0.645875,0,0.171073,0.445563,-0.659748,26.82
8.878,0.13817,0.42297,-0.645875,0,0.169566,0.441044,-0.659532,26.8251
8.88,0.13817,0.42297,-0.645875,0,0.168012,0.436485,-0.659221,26.8301
8.882,0.156027,0.447058,-0.528012,0,0.166419,0.431913,-0.658825,26.8352
8.884,0.156027,0.447058,-0.528012,0,0.164768,0.427339,-0.658232,26.8401
8.886,0.156027,0.447058,-0.528012,0,0.163047,0.422772,-0.657337,26.845
8.888,0.156027,0.447058,-0.528012,0,0.161268,0.418237,-0.65616,26.8498
8.89,0.156027,0.447058,-0.528012,0,0.159443,0.413758,-0.654721,26.8544
8.892,0.156027,0.447058,-0.528012,0,0.157586,0.409355,-0.65304,26.859
8.894,0.156027,0.447058,-0.528012,0,0.155706,0.405048,-0.651136,26.8635
8.896,0.156027,0.447058,-0.528012,0,0.153814,0.400852,-0.649027,26.868
8.898,0.156027,0.447058,-0.528012,0,0.151919,0.396778,-0.64673,26.8724
8.9,0.156027,0.447058,-0.528012,0,0.150025,0.392836,-0.644259,26.8767
8.902,0.182242,0.42189,-0.312234,0,0.148136,0.389034,-0.641628,26.881
8.904,0.182242,0.42189,-0.312234,0,0.146243,0.38522,-0.638591,26.8852
8.906,0.182242,0.42189,-0.312234,0,0.144342,0.381264,-0.634915,26.8892
8.908,0.182242,0.42189,-0.312234,0,0.142453,0.377196,-0.630637,26.8931
8.91,0.182242,0.42189,-0.312234,0,0.140592,0.373037,-0.625795,26.8969
8.912,0.182242,0.42189,-0.312234,0,0.138776,0.36881,-0.620425,26.9005
8.914,0.182242,0.42189,-0.312234,0,0.137017,0.364544,-0.614565,26.9041
8.916,0.182242,0.42189,-0.312234,0,0.135406,0.360694,-0.609335,26.9081
8.918,0.182242,0.42189,-0.312234,0,0.133954,0.357432,-0.605182,26.9126
8.92,0.182242,0.42189,-0.312234,0,0.132622,0.354679,-0.601948,26.9175
8.922,0.140449,0.386183,-0.211488,0,0.131378,0.352365,-0.599491,26.9229
8.924,0.140449,0.386183,-0.211488,0,0.13018,0.350344,-0.597657,26.9286
8.926,0.140449,0.386183,-0.211488,0,0.128993,0.348485,-0.59631,26.9346
8.928,0.140449,0.386183,-0.211488,0,0.127803,0.346751,-0.595364,26.9408
8.93,0.140449,0.386183,-0.211488,0,0.126599,0.34511,-0.59474,26.9473
8.932,0.140449,0.386183,-0.211488,0,0.125378,0.343534,-0.594373,26.9539
8.934,0.140449,0.386183,-0.211488,0,0.124137,0.342,-0.594206,26.9607
8.936,0.140449,0.386183,-0.211488,0,0.122873,0.340489,-0.59419,26.9675
8.938,0.140449,0.386183,-0.211488,0,0.121585,0.338989,-0.594285,26.9744
8.94,0.140449,0.386183,-0.211488,0,0.120271,0.337514,-0.594483,26.9814
8.942,0.110673,0.402248,-0.226993,0,0.118931,0.336097,-0.594802,26.9882
8.944,0.110673,0.402248,-0.226993,0,0.117584,0.334766,-0.59522,26.9949
8.946,0.110673,0.402248,-0.226993,0,0.11625,0.333552,-0.595717,27.0014
8.948,0.110673,0.402248,-0.226993,0,0.114924,0.332439,-0.596271,27.0079
8.95,0.110673,0.402248,-0.226993,0,0.113607,0.331417,-0.596859,27.0141
8.952,0.110673,0.402248,-0.226993,0,0.1123,0.330474,-0.597463,27.0203
8.954,0.110673,0.402248,-0.226993,0,0.111006,0.329601,-0.598069,27.0263
8.956,0.110673,0.402248,-0.226993,0,0.109724,0.328792,-0.598665,27.0321
8.958,0.110673,0.402248,-0.226993,0,0.108458,0.32804,-0.599241,27.0379
8.96,0.110673,0.402248,-0.226993,0,0.107209,0.32734,-0.599789,27.0435
8.962,0.107795,0.406862,-0.213262,0,0.105979,0.326688,-0.600305,27.049
8.964,0.107795,0.406862,-0.213262,0,0.10476,0.326076,-0.600773,27.0544
8.966,0.107795,0.406862,-0.213262,0,0.103543,0.325498,-0.601183,27.0597
8.968,0.107795,0.406862,-0.213262,0,0.102331,0.324949,-0.601532,27.0649
8.97,0.107795,0.406862,-0.213262,0,0.101127,0.324429,-0.601822,27.07
8.972,0.107795,0.406862,-0.213262,0,0.0999378,0.323938,-0.602056,27.0751
8.974,0.107795,0.406862,-0.213262,0,0.0987691,0.32348,-0.602238,27.08
8.976,0.107795,0.406862,-0.213262,0,0.0976232,0.323052,-0.602368,27.0849
8.978,0.107795,0.406862,-0.213262,0,0.0965024,0.322655,-0.602446,27.0898
8.98,0.107795,0.406862,-0.213262,0,0.0954089,0.322286,-0.602474,27.0946
8.982,0.11635,0.385169,-0.223814,0,0.0943446,0.321945,-0.602453,27.0993
8.984,0.11635,0.385169,-0.223814,0,0.093298,0.321639,-0.602418,27.104
8.986,0.11635,0.385169,-0.223814,0,0.0922594,0.32136,-0.602379,27.1085
8.988,0.11635,0.385169,-0.223814,0,0.091231,0.321103,-0.60233,27.113
8.99,0.11635,0.385169,-0.223814,0,0.0902148,0.320869,-0.602267,27.1174
8.992,0.11635,0.385169,-0.223814,0,0.0892127,0.320654,-0.602187,27.1217
8.994,0.11635,0.385169,-0.223814,0,0.0882264,0.320457,-0.602087,27.1259
8.996,0.11635,0.385169,-0.223814,0,0.0872574,0.320277,-0.601965,27.1301
8.998,0.11635,0.385169,-0.223814,0,0.0863071,0.32011,-0.601819,27.1342
9,0.11635,0.385169,-0.223814,0,0.0853767,0.319957,-0.60165,27.1383
9.002,0.131332,0.35082,-0.271672,0,0.0844675,0.319816,-0.601456,27.1423
9.004,0.131332,0.35082,-0.271672,0,0.0835713,0.319675,-0.601239,27.1463
9.006,0.131332,0.35082,-0.271672,0,0.08268,0.319519,-0.601003,27.1503
9.008,0.131332,0.35082,-0.271672,0,0.0817955,0.319347,-0.600746,27.1544
9.01,0.131332,0.35082,-0.271672,0,0.0809199,0.31916,-0.60047,27.1585
9.012,0.131332,0.35082,-0.271672,0,0.0800556,0.318957,-0.600173,27.1626
9.014,0.131332,0.35082,-0.271672,0,0.0792051,0.318739,-0.599858,27.1668
9.016,0.131332,0.35082,-0.271672,0,0.0783705,0.318509,-0.599523,27.171
9.018,0.131332,0.35082,-0.271672,0,0.0775536,0.318266,-0.59917,27.1753
9.02,0.131332,0.35082,-0.271672,0,0.0767563,0.318012,-0.5988,27.1796
9.022,0.136691,0.350684,-0.283559,0,0.0759803,0.317748,-0.598413,27.1839
9.024,0.136691,0.350684,-0.283559,0,0.0752167,0.317473,-0.598009,27.1883
9.026,0.136691,0.350684,-0.283559,0,0.0744574,0.317184,-0.597584,27.1928
9.028,0.136691,0.350684,-0.283559,0,0.0737044,0.316884,-0.597141,27.1973
9.03,0.136691,0.350684,-0.283559,0,0.07296,0.316575,-0.59668,27.2019
9.032,0.136691,0.350684,-0.283559,0,0.0722271,0.316295,-0.596247,27.2065
9.034,0.136691,0.350684,-0.283559,0,0.0715073,0.31606,-0.595858,27.211
9.036,0.136691,0.350684,-0.283559,0,0.0708016,0.315864,-0.595506,27.2155
9.038,0.136691,0.350684,-0.283559,0,0.0701108,0.315703,-0.595183,27.22
9.04,0.136691,0.350684,-0.283559,0,0.0694354,0.315571,-0.594884,27.2244
9.042,0.137622,0.343126,-0.297706,0,0.0687699,0.315449,-0.594602,27.2289
9.044,0.137622,0.343126,-0.297706,0,0.0680977,0.315293,-0.594329,27.2333
9.046,0.137622,0.343126,-0.297706,0,0.0674152,0.315083,-0.594058,27.2378
9.048,0.137622,0.343126,-0.297706,0,0.066725,0.314812,-0.593786,27.2423
9.05,0.137622,0.343126,-0.297706,0,0.0660299,0.314475,-0.593512,27.2468
9.052,0.137622,0.343126,-0.297706,0,0.0653323,0.314069,-0.593233,27.2513
9.054,0.137622,0.343126,-0.297706,0,0.0646349,0.313594,-0.592949,27.2558
9.056,0.137622,0.343126,-0.297706,0,0.0639403,0.313048,-0.592659,27.2603
9.058,0.137622,0.343126,-0.297706,0,0.063251,0.312433,-0.592364,27.2649
9.06,0.137622,0.343126,-0.297706,0,0.0625694,0.311751,-0.592062,27.2694
9.062,0.098402,0.326769,-0.293576,0,0.0618978,0.311004,-0.591755,27.274
9.064,0.098402,0.326769,-0.293576,0,0.0612099,0.310241,-0.591435,27.2786
9.066,0.098402,0.326769,-0.293576,0,0.0604811,0.309508,-0.591095,27.2833
9.068,0.098402,0.326769,-0.293576,0,0.0597167,0.308801,-0.590735,27.288
9.07,0.098402,0.326769,-0.293576,0,0.0589217,0.308117,-0.590354,27.2927
9.072,0.098402,0.326769,-0.293576,0,0.0581013,0.307453,-0.589955,27.2974
9.074,0.098402,0.326769,-0.293576,0,0.0572599,0.306806,-0.589537,27.3022
9.076,0.098402,0.326769,-0.293576,0,0.0564024,0.306172,-0.589101,27.307
9.078,0.098402,0.326769,-0.293576,0,0.0555335,0.305586,-0.588693,27.3118
9.08,0.098402,0.326769,-0.293576,0,0.0546572,0.30506,-0.58833,27.3165
9.082,0.0825264,0.37739,-0.252569,0,0.0537764,0.304585,-0.588007,27.3212
9.084,0.0825264,0.37739,-0.252569,0,0.0528865,0.304171,-0.587699,27.3258
9.086,0.0825264,0.37739,-0.252569,0,0.051983,0.303826,-0.587389,27.3303
9.088,0.0825264,0.37739,-0.252569,0,0.0510692,0.30354,-0.587071,27.3346
9.09,0.0825264,0.37739,-0.252569,0,0.0501484,0.303305,-0.586743,27.3388
9.092,0.0825264,0.37739,-0.252569,0,0.0492234,0.303114,-0.586402,27.3429
9.094,0.0825264,0.37739,-0.252569,0,0.0482972,0.302956,-0.586044,27.3469
9.096,0.0825264,0.37739,-0.252569,0,0.0473725,0.302827,-0.585669,27.3507
9.098,0.0825264,0.37739,-0.252569,0,0.0464519,0.302721,-0.585275,27.3545
9.1,0.0825264,0.37739,-0.252569,0,0.045538,0.302634,-0.584861,27.3582
9.102,0.0766026,0.359666,-0.24852,0,0.0446332,0.302561,-0.584427,27.3618
9.104,0.0766026,0.359666,-0.24852,0,0.0437176,0.302501,-0.58395,27.3653
9.106,0.0766026,0.359666,-0.24852,0,0.0427725,0.30245,-0.583408,27.3688
9.108,0.0766026,0.359666,-0.24852,0,0.0418024,0.302408,-0.582803,27.3721
9.11,0.0766026,0.359666,-0.24852,0,0.0408119,0.302372,-0.582137,27.3754
9.112,0.0766026,0.359666,-0.24852,0,0.0398052,0.302341,-0.58141,27.3787
9.114,0.0766026,0.359666,-0.24852,0,0.0387863,0.302314,-0.580627,27.3818
9.116,0.0766026,0.359666,-0.24852,0,0.0377593,0.30229,-0.579787,27.385
9.118,0.0766026,0.359666,-0.24852,0,0.0367278,0.302269,-0.578894,27.388
9.12,0.0766026,0.359666,-0.24852,0,0.0356955,0.30225,-0.577949,27.3911
9.122,0.111096,0.315959,-0.219828,0,0.0346656,0.302232,-0.576954,27.3941
9.124,0.111096,0.315959,-0.219828,0,0.033633,0.302192,-0.575881,27.3971
9.126,0.111096,0.315959,-0.219828,0,0.0325928,0.302108,-0.574704,27.4001
9.128,0.111096,0.315959,-0.219828,0,0.0315495,0.302003,-0.573443,27.4031
9.13,0.111096,0.315959,-0.219828,0,0.0305074,0.301913,-0.572137,27.406
9.132,0.111096,0.315959,-0.219828,0,0.029469,0.301835,-0.570783,27.4089
9.134,0.111096,0.315959,-0.219828,0,0.028437,0.301768,-0.569379,27.4116
9.136,0.111096,0.315959,-0.219828,0,0.0274138,0.301709,-0.567924,27.4143
9.138,0.111096,0.315959,-0.219828,0,0.026402,0.301657,-0.566415,27.4169
9.14,0.111096,0.315959,-0.219828,0,0.0254037,0.30161,-0.564853,27.4195
9.142,0.205306,0.187191,-0.20339,0,0.0244213,0.301567,-0.563235,27.422
9.144,0.205306,0.187191,-0.20339,0,0.0234974,0.301546,-0.56156,27.4245
9.146,0.205306,0.187191,-0.20339,0,0.0226723,0.301564,-0.559822,27.4273
9.148,0.205306,0.187191,-0.20339,0,0.0219431,0.301616,-0.558021,27.4303
9.15,0.205306,0.187191,-0.20339,0,0.0213068,0.301695,-0.556156,27.4335
9.152,0.205306,0.187191,-0.20339,0,0.0207609,0.301797,-0.554224,27.4369
9.154,0.205306,0.187191,-0.20339,0,0.0202976,0.301915,-0.552221,27.4404
9.156,0.205306,0.187191,-0.20339,0,0.0199064,0.30204,-0.550145,27.4442
