t, hrl, hpl, kl, wl, hrl_fb, hpl_fb, kl_fb, wl_fb
2.132,0.0292944,0.243402,-0.359019,0,0.0761365,0.26129,-0.5631,6.19928
2.134,0.0292944,0.243402,-0.359019,0,0.0762224,0.26097,-0.563107,6.20958
2.136,0.0292944,0.243402,-0.359019,0,0.0763019,0.260627,-0.563105,6.2199
2.138,0.0292944,0.243402,-0.359019,0,0.0763753,0.260256,-0.563085,6.23024
2.14,0.0292944,0.243402,-0.359019,0,0.0764429,0.259855,-0.563039,6.24062
2.142,0.0232609,0.312952,-0.338094,0,0.0765051,0.259424,-0.562961,6.25102
2.144,0.0232609,0.312952,-0.338094,0,0.0765743,0.258979,-0.562845,6.26139
2.146,0.0232609,0.312952,-0.338094,0,0.0766603,0.258542,-0.562689,6.27165
2.148,0.0232609,0.312952,-0.338094,0,0.0767591,0.258149,-0.562564,6.28181
2.15,0.0232609,0.312952,-0.338094,0,0.0768682,0.257813,-0.562492,6.29185
2.152,0.0232609,0.312952,-0.338094,0,0.0769859,0.257524,-0.562457,6.30177
2.154,0.0232609,0.312952,-0.338094,0,0.077108,0.257274,-0.562446,6.31159
2.156,0.0232609,0.312952,-0.338094,0,0.0772315,0.257059,-0.562449,6.32131
2.158,0.0232609,0.312952,-0.338094,0,0.0773566,0.256872,-0.562454,6.33095
2.16,0.0232609,0.312952,-0.338094,0,0.0774857,0.256711,-0.562458,6.34049
2.162,0.0240115,0.240785,-0.360011,0,0.07762,0.256577,-0.562454,6.34996
2.164,0.0240115,0.240785,-0.360011,0,0.077751,0.256434,-0.56243,6.3594
2.166,0.0240115,0.240785,-0.360011,0,0.0778718,0.256253,-0.562373,6.36888
2.168,0.0240115,0.240785,-0.360011,0,0.0779835,0.256028,-0.562279,6.37838
2.17,0.0240115,0.240785,-0.360011,0,0.0780878,0.255746,-0.562136,6.38792
2.172,0.0240115,0.240785,-0.360011,0,0.0781854,0.25543,-0.56198,6.39747
2.174,0.0240115,0.240785,-0.360011,0,0.0782756,0.255118,-0.561874,6.40703
2.176,0.0240115,0.240785,-0.360011,0,0.0783585,0.254804,-0.561804,6.41658
2.178,0.0240115,0.240785,-0.360011,0,0.0784342,0.254482,-0.561756,6.42614
2.18,0.0240115,0.240785,-0.360011,0,0.0785038,0.254147,-0.561721,6.4357
2.182,0.018987,0.306355,-0.341641,0,0.0785693,0.253799,-0.561691,6.44527
2.184,0.018987,0.306355,-0.341641,0,0.0786363,0.253465,-0.561664,6.45478
2.186,0.018987,0.306355,-0.341641,0,0.0787107,0.253169,-0.561636,6.46418
2.188,0.018987,0.306355,-0.341641,0,0.0787917,0.252904,-0.561598,6.47347
2.19,0.018987,0.306355,-0.341641,0,0.0788783,0.252666,-0.561545,6.48266
2.192,0.018987,0.306355,-0.341641,0,0.0789699,0.252451,-0.56147,6.49176
2.194,0.018987,0.306355,-0.341641,0,0.0790675,0.252253,-0.561368,6.50078
2.196,0.018987,0.306355,-0.341641,0,0.0791741,0.252064,-0.561232,6.50972
2.198,0.018987,0.306355,-0.341641,0,0.0792873,0.251893,-0.56109,6.51857
2.2,0.018987,0.306355,-0.341641,0,0.0794019,0.251755,-0.560996,6.52733
2.202,0.0198975,0.236808,-0.365054,0,0.0795162,0.251644,-0.560936,6.536
2.204,0.0198975,0.236808,-0.365054,0,0.0796227,0.251537,-0.560899,6.54462
2.206,0.0198975,0.236808,-0.365054,0,0.0797165,0.251413,-0.560872,6.55325
2.208,0.0198975,0.236808,-0.365054,0,0.0797986,0.25127,-0.56085,6.56188
2.21,0.0198975,0.236808,-0.365054,0,0.0798706,0.251107,-0.560829,6.57051
2.212,0.0198975,0.236808,-0.365054,0,0.0799342,0.250921,-0.560802,6.57916
2.214,0.0198975,0.236808,-0.365054,0,0.079991,0.250709,-0.560764,6.58782
2.216,0.0198975,0.236808,-0.365054,0,0.0800421,0.25047,-0.560708,6.59649
2.218,0.0198975,0.236808,-0.365054,0,0.0800885,0.250203,-0.56063,6.60518
2.22,0.0198975,0.236808,-0.365054,0,0.080131,0.249906,-0.560525,6.61388
2.222,0.0155337,0.304137,-0.346027,0,0.080171,0.249573,-0.560388,6.62261
2.224,0.0155337,0.304137,-0.346027,0,0.0802177,0.249221,-0.560216,6.63129
2.226,0.0155337,0.304137,-0.346027,0,0.0802766,0.248896,-0.560044,6.63985
2.228,0.0155337,0.304137,-0.346027,0,0.0803418,0.248631,-0.559929,6.64828
2.23,0.0155337,0.304137,-0.346027,0,0.080412,0.248416,-0.559856,6.65659
2.232,0.0155337,0.304137,-0.346027,0,0.080485,0.248242,-0.559813,6.66479
2.234,0.0155337,0.304137,-0.346027,0,0.080557,0.248102,-0.559789,6.67288
2.236,0.0155337,0.304137,-0.346027,0,0.0806256,0.24799,-0.559775,6.68088
2.238,0.0155337,0.304137,-0.346027,0,0.0806919,0.247899,-0.559765,6.68879
2.24,0.0155337,0.304137,-0.346027,0,0.0807583,0.247828,-0.559755,6.69661
2.242,0.0175238,0.241654,-0.364693,0,0.0808257,0.247772,-0.559741,6.70437
2.244,0.0175238,0.241654,-0.364693,0,0.0808896,0.247715,-0.559716,6.71208
2.246,0.0175238,0.241654,-0.364693,0,0.0809463,0.247642,-0.559674,6.7198
2.248,0.0175238,0.241654,-0.364693,0,0.0809969,0.247549,-0.559612,6.72752
2.25,0.0175238,0.241654,-0.364693,0,0.0810426,0.247436,-0.559526,6.73524
2.252,0.0175238,0.241654,-0.364693,0,0.0810846,0.247296,-0.55941,6.74297
2.254,0.0175238,0.241654,-0.364693,0,0.0811237,0.247126,-0.559259,6.75071
2.256,0.0175238,0.241654,-0.364693,0,0.0811603,0.246962,-0.559132,6.75844
2.258,0.0175238,0.241654,-0.364693,0,0.0811949,0.246815,-0.559051,6.76613
2.26,0.0175238,0.241654,-0.364693,0,0.0812279,0.246679,-0.559004,6.7738
2.262,0.0139624,0.296791,-0.350865,0,0.0812594,0.246545,-0.55898,6.78145
2.264,0.0139624,0.296791,-0.350865,0,0.0812896,0.246425,-0.55897,6.78903
2.266,0.0139624,0.296791,-0.350865,0,0.0813186,0.246328,-0.558968,6.79649
2.268,0.0139624,0.296791,-0.350865,0,0.0813466,0.24625,-0.558968,6.80385
2.27,0.0139624,0.296791,-0.350865,0,0.0813735,0.246191,-0.558967,6.81112
2.272,0.0139624,0.296791,-0.350865,0,0.0813995,0.246149,-0.558963,6.81829
2.274,0.0139624,0.296791,-0.350865,0,0.0814248,0.246125,-0.55895,6.82538
2.276,0.0139624,0.296791,-0.350865,0,0.0814494,0.246118,-0.558926,6.8324
2.278,0.0139624,0.296791,-0.350865,0,0.0814733,0.246128,-0.558888,6.83935
2.28,0.0139624,0.296791,-0.350865,0,0.0814966,0.246152,-0.558832,6.84624
2.282,0.0169426,0.247055,-0.367329,0,0.0815193,0.246184,-0.558757,6.85307
2.284,0.0169426,0.247055,-0.367329,0,0.0815411,0.246213,-0.558658,6.85986
2.286,0.0169426,0.247055,-0.367329,0,0.081562,0.246225,-0.558532,6.86665
2.288,0.0169426,0.247055,-0.367329,0,0.081582,0.246232,-0.558425,6.87341
2.29,0.0169426,0.247055,-0.367329,0,0.0816012,0.246237,-0.558358,6.88014
2.292,0.0169426,0.247055,-0.367329,0,0.0816197,0.246242,-0.55832,6.88682
2.294,0.0169426,0.247055,-0.367329,0,0.0816378,0.246245,-0.558305,6.89347
2.296,0.0169426,0.247055,-0.367329,0,0.0816554,0.246246,-0.558305,6.90008
2.298,0.0169426,0.247055,-0.367329,0,0.0816726,0.246246,-0.558315,6.90666
2.3,0.0169426,0.247055,-0.367329,0,0.0816894,0.24624,-0.558327,6.91321
2.302,0.0148885,0.294759,-0.356616,0,0.0817059,0.24623,-0.558338,6.91972
2.304,0.0148885,0.294759,-0.356616,0,0.0817224,0.246229,-0.558348,6.92617
2.306,0.0148885,0.294759,-0.356616,0,0.0817391,0.24625,-0.558354,6.93253
2.308,0.0148885,0.294759,-0.356616,0,0.0817563,0.24629,-0.558355,6.93879
2.31,0.0148885,0.294759,-0.356616,0,0.0817738,0.246345,-0.558348,6.94496
2.312,0.0148885,0.294759,-0.356616,0,0.0817915,0.246412,-0.55833,6.95106
2.314,0.0148885,0.294759,-0.356616,0,0.0818093,0.246488,-0.558298,6.95708
2.316,0.0148885,0.294759,-0.356616,0,0.0818273,0.246571,-0.558251,6.96304
2.318,0.0148885,0.294759,-0.356616,0,0.0818453,0.24666,-0.558187,6.96894
2.32,0.0148885,0.294759,-0.356616,0,0.0818632,0.246756,-0.558106,6.97479
2.322,0.0184114,0.250473,-0.373636,0,0.0818814,0.24685,-0.558003,6.98058
2.324,0.0184114,0.250473,-0.373636,0,0.0818984,0.246954,-0.557923,6.98632
2.326,0.0184114,0.250473,-0.373636,0,0.0819132,0.247064,-0.557881,6.99202
2.328,0.0184114,0.250473,-0.373636,0,0.0819261,0.247175,-0.557871,6.99768
2.33,0.0184114,0.250473,-0.373636,0,0.0819374,0.24728,-0.557884,7.0033
2.332,0.0184114,0.250473,-0.373636,0,0.0819475,0.247374,-0.557913,7.0089
2.334,0.0184114,0.250473,-0.373636,0,0.0819565,0.247454,-0.557952,7.01446
2.336,0.0184114,0.250473,-0.373636,0,0.0819648,0.24752,-0.557996,7.02
2.338,0.0184114,0.250473,-0.373636,0,0.0819724,0.247574,-0.558041,7.02551
2.34,0.0184114,0.250473,-0.373636,0,0.0819794,0.247618,-0.558085,7.03099
2.342,0.0172491,0.303963,-0.361491,0,0.0819861,0.247654,-0.558123,7.03644
2.344,0.0172491,0.303963,-0.361491,0,0.0819937,0.24771,-0.558158,7.04183
2.346,0.0172491,0.303963,-0.361491,0,0.0820031,0.247812,-0.558193,7.04711
2.348,0.0172491,0.303963,-0.361491,0,0.0820137,0.247955,-0.558224,7.05229
2.35,0.0172491,0.303963,-0.361491,0,0.0820254,0.248135,-0.55825,7.05738
2.352,0.0172491,0.303963,-0.361491,0,0.0820383,0.248348,-0.558272,7.06238
2.354,0.0172491,0.303963,-0.361491,0,0.0820523,0.248591,-0.558289,7.06731
2.356,0.0172491,0.303963,-0.361491,0,0.0820675,0.248861,-0.5583,7.07217
2.358,0.0172491,0.303963,-0.361491,0,0.0820837,0.249156,-0.558306,7.07697
2.36,0.0172491,0.303963,-0.361491,0,0.0821009,0.24947,-0.558304,7.08171
2.362,0.0205066,0.259147,-0.375042,0,0.0821187,0.2498,-0.558294,7.0864
2.364,0.0205066,0.259147,-0.375042,0,0.0821352,0.250144,-0.558292,7.09105
2.366,0.0205066,0.259147,-0.375042,0,0.0821487,0.250504,-0.558327,7.09566
2.368,0.0205066,0.259147,-0.375042,0,0.0821596,0.25087,-0.558393,7.10023
2.37,0.0205066,0.259147,-0.375042,0,0.0821685,0.251237,-0.558482,7.10476
2.372,0.0205066,0.259147,-0.375042,0,0.0821757,0.251597,-0.558589,7.10926
2.374,0.0205066,0.259147,-0.375042,0,0.0821816,0.251944,-0.558707,7.11374
2.376,0.0205066,0.259147,-0.375042,0,0.0821864,0.252275,-0.558833,7.11819
2.378,0.0205066,0.259147,-0.375042,0,0.0821904,0.252583,-0.558961,7.12261
2.38,0.0205066,0.259147,-0.375042,0,0.0821937,0.252867,-0.559087,7.12702
2.382,0.0193205,0.316162,-0.368967,0,0.0821964,0.253122,-0.559209,7.13141
2.384,0.0193205,0.316162,-0.368967,0,0.0822008,0.253395,-0.559332,7.13574
2.386,0.0193205,0.316162,-0.368967,0,0.0822087,0.253727,-0.559463,7.13997
2.388,0.0193205,0.316162,-0.368967,0,0.0822194,0.254109,-0.559597,7.14411
2.39,0.0193205,0.316162,-0.368967,0,0.0822323,0.254534,-0.559731,7.14815
2.392,0.0193205,0.316162,-0.368967,0,0.082247,0.254993,-0.559862,7.15211
2.394,0.0193205,0.316162,-0.368967,0,0.0822632,0.255482,-0.559988,7.156
2.396,0.0193205,0.316162,-0.368967,0,0.0822805,0.255995,-0.560108,7.15981
2.398,0.0193205,0.316162,-0.368967,0,0.0822986,0.256527,-0.560219,7.16357
2.4,0.0193205,0.316162,-0.368967,0,0.0823171,0.257075,-0.560323,7.16727
2.402,0.0218397,0.274033,-0.378007,0,0.0823357,0.257637,-0.560418,7.17092
2.404,0.0218397,0.274033,-0.378007,0,0.0823524,0.258196,-0.560501,7.17456
2.406,0.0218397,0.274033,-0.378007,0,0.0823656,0.25874,-0.560571,7.17823
2.408,0.0218397,0.274033,-0.378007,0,0.0823761,0.259267,-0.560628,7.18193
2.41,0.0218397,0.274033,-0.378007,0,0.0823844,0.259777,-0.560673,7.18566
2.412,0.0218397,0.274033,-0.378007,0,0.0823909,0.260269,-0.560709,7.18943
2.414,0.0218397,0.274033,-0.378007,0,0.0823961,0.260742,-0.560736,7.19325
2.416,0.0218397,0.274033,-0.378007,0,0.0823995,0.261221,-0.560791,7.19705
2.418,0.0218397,0.274033,-0.378007,0,0.0824016,0.261709,-0.560884,7.20083
2.42,0.0218397,0.274033,-0.378007,0,0.0824027,0.262196,-0.561006,7.20459
2.422,0.0201933,0.325109,-0.367741,0,0.0824031,0.262677,-0.561152,7.20834
2.424,0.0201933,0.325109,-0.367741,0,0.0824054,0.263179,-0.56132,7.21202
2.426,0.0201933,0.325109,-0.367741,0,0.0824119,0.263728,-0.561511,7.21562
2.428,0.0201933,0.325109,-0.367741,0,0.0824216,0.264315,-0.561718,7.21913
2.43,0.0201933,0.325109,-0.367741,0,0.082434,0.26493,-0.561936,7.22257
2.432,0.0201933,0.325109,-0.367741,0,0.0824485,0.265567,-0.56216,7.22593
2.434,0.0201933,0.325109,-0.367741,0,0.0824646,0.266218,-0.562385,7.22923
2.436,0.0201933,0.325109,-0.367741,0,0.082482,0.266878,-0.56261,7.23246
2.438,0.0201933,0.325109,-0.367741,0,0.0825003,0.267541,-0.562831,7.23563
2.44,0.0201933,0.325109,-0.367741,0,0.0825193,0.268203,-0.563045,7.23875
2.442,0.0221873,0.291185,-0.377913,0,0.0825387,0.268859,-0.56325,7.24183
2.444,0.0221873,0.291185,-0.377913,0,0.0825561,0.269511,-0.563447,7.24489
2.446,0.0221873,0.291185,-0.377913,0,0.0825697,0.270159,-0.563637,7.24798
2.448,0.0221873,0.291185,-0.377913,0,0.0825801,0.270799,-0.563819,7.25109
2.45,0.0221873,0.291185,-0.377913,0,0.0825878,0.271426,-0.563991,7.25424
2.452,0.0221873,0.291185,-0.377913,0,0.0825934,0.272037,-0.564153,7.25741
2.454,0.0221873,0.291185,-0.377913,0,0.0825972,0.272628,-0.564303,7.26063
2.456,0.0221873,0.291185,-0.377913,0,0.0825995,0.273198,-0.56444,7.26387
2.458,0.0221873,0.291185,-0.377913,0,0.0826006,0.273742,-0.564564,7.26716
2.46,0.0221873,0.291185,-0.377913,0,0.0826007,0.27426,-0.564674,7.27049
2.462,0.0214898,0.332562,-0.361315,0,0.0826001,0.274749,-0.564769,7.27385
2.464,0.0214898,0.332562,-0.361315,0,0.0825994,0.275233,-0.564853,7.27723
2.466,0.0214898,0.332562,-0.361315,0,0.0825995,0.275736,-0.564929,7.28061
2.468,0.0214898,0.332562,-0.361315,0,0.0826,0.276253,-0.564996,7.28397
2.47,0.0214898,0.332562,-0.361315,0,0.0826008,0.27678,-0.565054,7.28734
2.472,0.0214898,0.332562,-0.361315,0,0.0826019,0.277329,-0.56512,7.29068
2.474,0.0214898,0.332562,-0.361315,0,0.0826033,0.27792,-0.565222,7.29395
2.476,0.0214898,0.332562,-0.361315,0,0.0826048,0.278546,-0.565356,7.29716
2.478,0.0214898,0.332562,-0.361315,0,0.0826064,0.279201,-0.565515,7.30031
2.48,0.0214898,0.332562,-0.361315,0,0.0826084,0.279873,-0.565692,7.3034
2.482,0.0217185,0.310499,-0.368195,0,0.0826108,0.280552,-0.56588,7.30644
2.484,0.0217185,0.310499,-0.368195,0,0.0826132,0.281231,-0.566076,7.30946
2.486,0.0217185,0.310499,-0.368195,0,0.082615,0.281902,-0.566275,7.31248
2.488,0.0217185,0.310499,-0.368195,0,0.0826163,0.282561,-0.566475,7.31552
2.49,0.0217185,0.310499,-0.368195,0,0.0826173,0.283202,-0.566672,7.31856
2.492,0.0217185,0.310499,-0.368195,0,0.082618,0.283822,-0.566864,7.32161
2.494,0.0217185,0.310499,-0.368195,0,0.0826185,0.284417,-0.567047,7.32467
2.496,0.0217185,0.310499,-0.368195,0,0.0826187,0.284984,-0.567219,7.32775
2.498,0.0217185,0.310499,-0.368195,0,0.0826188,0.285522,-0.567379,7.33084
2.5,0.0217185,0.310499,-0.368195,0,0.0826187,0.286027,-0.567525,7.33396
2.502,0.022523,0.333993,-0.359563,0,0.0826185,0.286499,-0.567657,7.33709
2.504,0.022523,0.333993,-0.359563,0,0.0826181,0.286964,-0.567777,7.34023
2.506,0.022523,0.333993,-0.359563,0,0.0826178,0.287444,-0.567889,7.34338
2.508,0.022523,0.333993,-0.359563,0,0.0826173,0.287935,-0.567991,7.34653
2.51,0.022523,0.333993,-0.359563,0,0.0826167,0.288434,-0.568083,7.34968
2.512,0.022523,0.333993,-0.359563,0,0.0826157,0.288937,-0.568165,7.35285
2.514,0.022523,0.333993,-0.359563,0,0.0826143,0.289443,-0.568237,7.35604
2.516,0.022523,0.333993,-0.359563,0,0.0826126,0.289948,-0.568298,7.35924
2.518,0.022523,0.333993,-0.359563,0,0.0826106,0.290451,-0.56835,7.36247
2.52,0.022523,0.333993,-0.359563,0,0.0826085,0.290949,-0.568392,7.36572
2.522,0.0237686,0.320859,-0.35337,0,0.0826065,0.291442,-0.568426,7.369
2.524,0.0237686,0.320859,-0.35337,0,0.0826045,0.291921,-0.568449,7.37232
2.526,0.0237686,0.320859,-0.35337,0,0.0826025,0.292381,-0.568459,7.37571
2.528,0.0237686,0.320859,-0.35337,0,0.0826004,0.29282,-0.568454,7.37916
2.53,0.0237686,0.320859,-0.35337,0,0.0825983,0.293236,-0.568436,7.38269
2.532,0.0237686,0.320859,-0.35337,0,0.082596,0.293641,-0.568418,7.38625
2.534,0.0237686,0.320859,-0.35337,0,0.0825931,0.294057,-0.56843,7.3898
2.536,0.0237686,0.320859,-0.35337,0,0.0825895,0.294479,-0.568466,7.39334
2.538,0.0237686,0.320859,-0.35337,0,0.082585,0.294904,-0.568521,7.39687
2.54,0.0237686,0.320859,-0.35337,0,0.0825792,0.295326,-0.56859,7.4004
2.542,0.0217769,0.346944,-0.345573,0,0.0825718,0.295742,-0.568669,7.40393
2.544,0.0217769,0.346944,-0.345573,0,0.0825643,0.296158,-0.568753,7.40744
2.546,0.0217769,0.346944,-0.345573,0,0.0825583,0.296584,-0.568839,7.41093
2.548,0.0217769,0.346944,-0.345573,0,0.0825533,0.297011,-0.568923,7.4144
2.55,0.0217769,0.346944,-0.345573,0,0.0825492,0.297436,-0.569002,7.41786
2.552,0.0217769,0.346944,-0.345573,0,0.0825459,0.297855,-0.569073,7.4213
2.554,0.0217769,0.346944,-0.345573,0,0.0825432,0.298265,-0.569133,7.42474
2.556,0.0217769,0.346944,-0.345573,0,0.0825413,0.298663,-0.569183,7.42816
2.558,0.0217769,0.346944,-0.345573,0,0.0825403,0.299051,-0.569223,7.43159
2.56,0.0217769,0.346944,-0.345573,0,0.0825401,0.299426,-0.569252,7.43502
2.562,0.0228887,0.32652,-0.349335,0,0.0825408,0.299788,-0.56927,7.43844
2.564,0.0228887,0.32652,-0.349335,0,0.0825413,0.300136,-0.569276,7.44191
2.566,0.0228887,0.32652,-0.349335,0,0.082541,0.30047,-0.56927,7.44543
2.568,0.0228887,0.32652,-0.349335,0,0.08254,0.300787,-0.569252,7.44901
2.57,0.0228887,0.32652,-0.349335,0,0.0825385,0.301087,-0.569221,7.45265
2.572,0.0228887,0.32652,-0.349335,0,0.0825366,0.301368,-0.569175,7.45635
2.574,0.0228887,0.32652,-0.349335,0,0.0825342,0.301629,-0.569114,7.46011
2.576,0.0228887,0.32652,-0.349335,0,0.0825317,0.301868,-0.569037,7.46394
2.578,0.0228887,0.32652,-0.349335,0,0.0825288,0.302086,-0.568943,7.46783
2.58,0.0228887,0.32652,-0.349335,0,0.0825258,0.302283,-0.568834,7.47178
2.582,0.0235601,0.339601,-0.33374,0,0.0825227,0.302456,-0.568707,7.4758
2.584,0.0235601,0.339601,-0.33374,0,0.0825198,0.302606,-0.568559,7.47988
2.586,0.0235601,0.339601,-0.33374,0,0.0825174,0.302732,-0.568388,7.48403
2.588,0.0235601,0.339601,-0.33374,0,0.0825154,0.302866,-0.568232,7.48818
2.59,0.0235601,0.339601,-0.33374,0,0.0825134,0.30302,-0.568105,7.49231
2.592,0.0235601,0.339601,-0.33374,0,0.0825116,0.303189,-0.568002,7.49643
2.594,0.0235601,0.339601,-0.33374,0,0.0825099,0.303372,-0.567917,7.50053
2.596,0.0235601,0.339601,-0.33374,0,0.0825083,0.303564,-0.567847,7.50464
2.598,0.0235601,0.339601,-0.33374,0,0.0825068,0.303763,-0.567786,7.50873
2.6,0.0235601,0.339601,-0.33374,0,0.0825054,0.303967,-0.567732,7.51283
2.602,0.0221157,0.338398,-0.336805,0,0.0825041,0.304171,-0.567679,7.51692
2.604,0.0221157,0.338398,-0.336805,0,0.0825029,0.304363,-0.567623,7.52104
2.606,0.0221157,0.338398,-0.336805,0,0.082502,0.304532,-0.567561,7.52518
2.608,0.0221157,0.338398,-0.336805,0,0.0825015,0.304676,-0.567489,7.52935
2.61,0.0221157,0.338398,-0.336805,0,0.0825012,0.304796,-0.567405,7.53355
2.612,0.0221157,0.338398,-0.336805,0,0.0825011,0.304894,-0.567309,7.53777
2.614,0.0221157,0.338398,-0.336805,0,0.0825011,0.304975,-0.567199,7.54203
2.616,0.0221157,0.338398,-0.336805,0,0.0825013,0.30504,-0.567074,7.54631
2.618,0.0221157,0.338398,-0.336805,0,0.0825016,0.305094,-0.566933,7.55062
2.62,0.0221157,0.338398,-0.336805,0,0.082502,0.305136,-0.566776,7.55496
2.622,0.0227324,0.332879,-0.332356,0,0.0825025,0.30517,-0.566602,7.55933
2.624,0.0227324,0.332879,-0.332356,0,0.0825028,0.305196,-0.566409,7.56373
2.626,0.0227324,0.332879,-0.332356,0,0.0825027,0.305217,-0.566199,7.5682
2.628,0.0227324,0.332879,-0.332356,0,0.0825023,0.305232,-0.56597,7.57273
2.63,0.0227324,0.332879,-0.332356,0,0.0825018,0.305243,-0.565722,7.57731
2.632,0.0227324,0.332879,-0.332356,0,0.082501,0.30525,-0.565455,7.58195
2.634,0.0227324,0.332879,-0.332356,0,0.0825002,0.305254,-0.565168,7.58666
2.636,0.0227324,0.332879,-0.332356,0,0.0824991,0.305268,-0.564903,7.59139
2.638,0.0227324,0.332879,-0.332356,0,0.0824978,0.305298,-0.564675,7.59612
2.64,0.0227324,0.332879,-0.332356,0,0.0824962,0.305338,-0.564477,7.60087
2.642,0.0226341,0.338222,-0.325975,0,0.0824943,0.305385,-0.564302,7.60563
2.644,0.0226341,0.338222,-0.325975,0,0.0824922,0.305439,-0.564144,7.61041
2.646,0.0226341,0.338222,-0.325975,0,0.08249,0.305499,-0.563996,7.61522
2.648,0.0226341,0.338222,-0.325975,0,0.0824875,0.305562,-0.563856,7.62005
2.65,0.0226341,0.338222,-0.325975,0,0.0824849,0.305627,-0.563717,7.62491
2.652,0.0226341,0.338222,-0.325975,0,0.0824821,0.305692,-0.563576,7.6298
2.654,0.0226341,0.338222,-0.325975,0,0.0824793,0.305748,-0.563429,7.63472
2.656,0.0226341,0.338222,-0.325975,0,0.0824767,0.305792,-0.563272,7.63966
2.658,0.0226341,0.338222,-0.325975,0,0.0824741,0.305826,-0.563105,7.64462
2.66,0.0226341,0.338222,-0.325975,0,0.0824717,0.305852,-0.562924,7.64961
2.662,0.0231929,0.331602,-0.325381,0,0.0824693,0.305871,-0.562728,7.65462
2.664,0.0231929,0.331602,-0.325381,0,0.082467,0.305872,-0.562514,7.65967
2.666,0.0231929,0.331602,-0.325381,0,0.0824644,0.305847,-0.562279,7.66478
2.668,0.0231929,0.331602,-0.325381,0,0.0824617,0.305796,-0.562023,7.66995
2.67,0.0231929,0.331602,-0.325381,0,0.0824589,0.305719,-0.561743,7.67519
2.672,0.0231929,0.331602,-0.325381,0,0.0824559,0.305618,-0.561441,7.68049
2.674,0.0231929,0.331602,-0.325381,0,0.0824529,0.305494,-0.561114,7.68585
2.676,0.0231929,0.331602,-0.325381,0,0.0824498,0.305349,-0.560762,7.69128
2.678,0.0231929,0.331602,-0.325381,0,0.0824465,0.305204,-0.560412,7.69675
2.68,0.0231929,0.331602,-0.325381,0,0.0824431,0.305087,-0.560107,7.70225
2.682,0.0234269,0.329957,-0.318688,0,0.0824394,0.304995,-0.55984,7.70776
2.684,0.0234269,0.329957,-0.318688,0,0.0824355,0.304921,-0.559603,7.71329
2.686,0.0234269,0.329957,-0.318688,0,0.0824312,0.304859,-0.559387,7.71886
2.688,0.0234269,0.329957,-0.318688,0,0.0824268,0.304809,-0.559187,7.72446
2.69,0.0234269,0.329957,-0.318688,0,0.082422,0.304766,-0.558997,7.7301
2.692,0.0234269,0.329957,-0.318688,0,0.082417,0.30473,-0.558811,7.73577
2.694,0.0234269,0.329957,-0.318688,0,0.0824118,0.3047,-0.558625,7.74147
2.696,0.0234269,0.329957,-0.318688,0,0.0824062,0.304674,-0.558435,7.74722
2.698,0.0234269,0.329957,-0.318688,0,0.0824006,0.304638,-0.558237,7.753
2.7,0.0234269,0.329957,-0.318688,0,0.082395,0.304586,-0.558025,7.75882
2.702,0.0246069,0.331642,-0.315678,0,0.0823895,0.304515,-0.557798,7.76469
2.704,0.0246069,0.331642,-0.315678,0,0.0823839,0.304424,-0.557552,7.7706
2.706,0.0246069,0.331642,-0.315678,0,0.0823785,0.304311,-0.557287,7.77659
2.708,0.0246069,0.331642,-0.315678,0,0.082373,0.304174,-0.557,7.78264
2.71,0.0246069,0.331642,-0.315678,0,0.0823677,0.304016,-0.556689,7.78876
2.712,0.0246069,0.331642,-0.315678,0,0.0823624,0.303837,-0.556354,7.79495
2.714,0.0246069,0.331642,-0.315678,0,0.0823571,0.303636,-0.555993,7.8012
2.716,0.0246069,0.331642,-0.315678,0,0.0823521,0.303437,-0.555634,7.80751
2.718,0.0246069,0.331642,-0.315678,0,0.0823472,0.303273,-0.555328,7.81384
2.72,0.0246069,0.331642,-0.315678,0,0.0823426,0.303139,-0.555065,7.82017
2.722,0.0260593,0.32224,-0.31282,0,0.0823379,0.303029,-0.554836,7.82652
2.724,0.0260593,0.32224,-0.31282,0,0.0823321,0.302927,-0.554631,7.83291
2.726,0.0260593,0.32224,-0.31282,0,0.0823237,0.302822,-0.554442,7.83935
2.728,0.0260593,0.32224,-0.31282,0,0.0823124,0.302711,-0.554263,7.84584
2.73,0.0260593,0.32224,-0.31282,0,0.082298,0.302592,-0.554086,7.85239
2.732,0.0260593,0.32224,-0.31282,0,0.0822804,0.302466,-0.553908,7.85899
2.734,0.0260593,0.32224,-0.31282,0,0.0822601,0.302329,-0.553723,7.86565
2.736,0.0260593,0.32224,-0.31282,0,0.0822375,0.302178,-0.553529,7.87236
2.738,0.0260593,0.32224,-0.31282,0,0.082213,0.302012,-0.55332,7.87914
2.74,0.0260593,0.32224,-0.31282,0,0.0821873,0.301828,-0.553093,7.88598
2.742,0.0282025,0.326006,-0.308953,0,0.0821606,0.301627,-0.552846,7.89288
2.744,0.0282025,0.326006,-0.308953,0,0.0821338,0.301399,-0.552576,7.89985
2.746,0.0282025,0.326006,-0.308953,0,0.0821074,0.30114,-0.55228,7.9069
2.748,0.0282025,0.326006,-0.308953,0,0.082082,0.30085,-0.551956,7.91404
2.75,0.0282025,0.326006,-0.308953,0,0.0820583,0.300553,-0.551636,7.92123
2.752,0.0282025,0.326006,-0.308953,0,0.0820362,0.300291,-0.551374,7.92845
